time,ax,ay,az
32.121,4.75,-3.13,-0.31
32.146,5.70,-4.36,-0.70
32.147,5.35,-5.09,-1.95
32.149,5.09,-4.94,-4.23
32.150,4.30,-2.74,-5.78
32.239,3.41,-0.70,-5.16
32.240,1.39,-0.07,-2.59
32.241,1.25,-1.83,-0.65
32.242,2.36,-2.98,1.59
32.243,3.18,-2.77,1.38
32.244,4.72,-0.94,2.52
32.245,2.51,0.77,-0.15
32.249,0.89,2.17,-3.10
32.250,0.40,3.43,-2.19
32.251,0.22,5.86,-2.99
32.353,-0.14,7.11,-2.76
32.355,0.15,8.98,-2.43
32.355,0.03,8.98,-1.17
32.356,0.57,8.75,-2.20
32.357,0.28,7.62,-1.94
32.357,-0.88,6.22,-1.75
32.358,-1.01,5.64,-2.13
32.358,1.01,5.60,-2.54
32.363,2.49,4.79,-2.34
32.363,3.76,4.10,-2.09
32.372,4.42,3.71,-2.00
32.373,4.57,3.90,-1.93
32.406,3.76,3.71,-1.84
32.407,2.59,3.26,-1.93
32.460,1.53,2.31,-1.85
32.461,1.04,1.53,-0.89
32.462,0.65,1.07,0.34
32.463,-0.42,0.75,1.61
32.464,-1.08,0.87,2.92
32.464,-1.47,0.65,4.00
32.485,-2.64,-0.48,5.39
32.486,-4.52,-2.57,7.22
32.554,-5.54,-5.06,8.35
32.555,-4.98,-7.05,8.25
32.556,-6.12,-8.49,7.66
32.557,-6.62,-9.48,5.01
32.558,-6.32,-9.38,5.16
32.558,-6.04,-6.34,3.89
32.559,-5.17,-2.55,2.62
32.560,-4.19,0.75,2.89
32.569,-3.86,2.64,2.18
32.570,-0.34,1.17,-2.78
32.592,3.88,-8.81,-1.35
32.593,3.60,-18.53,-2.40
32.684,6.35,-19.09,-8.78
32.685,8.94,-8.24,-9.76
32.687,9.35,2.56,0.94
32.687,11.19,7.89,2.20
32.689,10.68,7.18,-0.56
32.690,5.27,4.39,-6.27
32.690,2.24,3.81,-12.08
32.691,1.02,3.58,-13.78
32.694,0.78,2.53,-10.17
32.696,1.17,1.31,-4.02
32.796,1.37,0.91,0.44
32.797,0.22,0.77,-0.06
32.797,-1.80,1.65,-1.17
32.798,-3.59,1.32,1.42
32.799,-5.06,1.63,2.53
32.800,-5.41,2.57,2.82
32.801,-6.61,2.56,3.57
32.801,-7.06,3.08,4.21
32.802,-5.94,3.18,4.34
32.803,-5.30,2.66,4.10
32.812,-4.78,2.41,3.16
32.813,-3.68,2.06,2.15
32.852,-3.24,2.05,2.60
32.857,-2.35,2.76,1.24
32.858,-2.62,2.35,2.04
32.859,-1.35,0.52,1.21
32.939,0.84,1.15,1.09
32.944,1.77,0.40,1.16
32.945,2.21,-0.41,0.78
32.955,1.70,-0.58,-0.40
32.958,0.33,-0.48,-0.65
32.959,-0.73,-1.09,0.07
32.960,-1.24,-1.44,0.97
32.961,-0.99,-1.69,2.73
32.962,-0.31,-1.52,3.79
32.963,0.02,-1.60,3.22
33.033,-0.07,-1.68,1.80
33.034,-0.77,-2.34,0.65
33.035,-1.59,-2.89,0.07
33.036,-2.40,-3.19,1.34
33.036,-2.77,-3.04,3.61
33.037,-3.03,-2.69,3.82
33.038,-3.88,-2.83,2.10
33.042,-5.01,-2.69,-0.04
33.136,-5.68,-2.61,-0.47
33.137,-4.98,-2.53,0.46
33.138,-3.24,-2.76,2.24
33.139,-1.77,-2.80,3.10
33.140,-1.10,-2.39,2.48
33.140,-0.72,-1.50,0.19
33.141,-0.01,0.05,-2.18
33.142,1.92,2.86,-2.87
33.144,2.04,4.35,-3.21
33.145,2.99,1.81,-3.33
33.219,5.59,-1.43,-1.13
33.220,6.26,-3.02,-0.67
33.221,6.17,-5.09,-2.35
33.223,5.37,-6.62,-4.59
33.223,4.88,-5.75,-5.27
33.224,5.55,-3.61,-4.42
33.224,5.27,-1.73,0.21
33.225,4.11,-1.97,2.78
33.394,4.53,-2.62,0.99
33.396,3.86,-2.48,-0.58
33.397,3.05,-0.19,-3.41
33.397,2.95,1.56,0.32
33.398,1.97,3.00,-0.48
33.399,0.38,3.61,-1.61
33.400,-1.25,4.70,-1.68
33.400,-0.55,7.28,-4.40
33.410,-0.47,7.58,-1.34
33.411,-0.97,7.53,-0.14
33.412,-0.92,7.78,-1.72
33.412,-0.47,8.08,-2.13
33.413,-0.51,7.31,-2.23
33.414,-0.03,6.87,-2.38
33.414,1.74,7.12,-2.50
33.440,2.12,5.93,-2.08
33.448,2.88,4.98,-2.58
33.449,4.09,4.51,-2.59
33.449,4.10,4.25,-1.95
33.450,3.27,4.07,-1.71
33.450,2.41,3.37,-1.75
33.451,1.39,2.50,-1.43
33.452,1.06,2.05,-1.30
33.452,0.46,1.81,-0.16
33.475,-0.37,1.79,0.70
33.477,-1.46,1.63,1.76
33.580,-1.39,1.64,2.50
33.581,-1.12,0.70,3.85
33.581,-2.37,-1.06,6.72
33.585,-5.49,-4.66,9.74
33.589,-7.45,-7.36,10.24
33.590,-8.05,-10.43,9.58
33.591,-7.06,-11.70,7.31
33.592,-5.91,-9.59,7.76
33.592,-7.56,-7.63,4.41
33.596,-5.73,-3.93,1.70
33.605,-4.30,0.21,2.60
33.607,-3.40,2.62,2.93
33.622,2.19,1.49,-4.81
33.624,5.97,-7.93,-6.67
33.632,7.52,-19.32,-4.36
33.634,11.80,-24.07,-4.05
33.652,12.37,-16.22,-0.16
33.730,4.45,-0.47,-0.25
33.730,5.18,6.08,-2.47
33.731,6.85,7.50,-3.95
33.737,3.50,7.11,-9.11
33.742,1.32,5.46,-13.03
33.743,1.21,3.82,-12.52
33.744,1.82,2.72,-8.22
33.745,2.45,2.44,-3.50
33.746,2.12,3.44,-0.53
33.756,1.79,4.43,1.12
33.760,-0.16,3.27,1.11
33.776,-2.50,2.54,0.73
33.777,-3.89,1.90,0.67
33.796,-5.33,2.07,1.71
33.798,-7.05,2.24,2.25
33.817,-8.31,3.26,3.17
33.820,-9.01,3.87,3.93
33.836,-6.72,3.98,3.58
33.837,-4.77,3.29,2.81
33.856,-3.65,1.87,2.48
33.857,-2.90,1.23,2.59
33.876,-2.60,1.47,2.18
33.877,-1.90,0.88,1.22
33.896,-0.48,1.11,1.61
33.897,0.01,0.17,1.95
33.915,0.75,-0.01,1.80
33.916,0.80,1.22,0.65
33.936,0.28,0.95,0.53
33.936,-0.03,0.80,1.01
33.955,-0.14,-0.02,1.82
33.956,-0.46,-0.50,2.40
33.989,-0.85,-0.62,2.57
33.990,-0.97,-1.07,2.25
33.991,-1.12,-1.81,1.84
33.992,-1.42,-2.29,1.27
34.018,-1.71,-3.02,1.00
34.019,-2.27,-3.66,1.27
34.039,-2.74,-3.93,2.04
34.043,-3.23,-3.89,2.88
34.065,-3.54,-3.63,2.62
34.066,-3.85,-3.28,1.92
34.080,-4.42,-2.94,0.96
34.081,-5.02,-2.65,0.44
34.097,-4.19,-2.28,0.93
34.098,-2.73,-2.00,2.08
34.119,-1.63,-1.77,2.28
34.120,-0.95,-1.48,0.50
34.149,-0.98,-0.75,-2.25
34.151,2.27,1.67,-2.93
34.152,4.08,2.31,-3.29
34.153,4.71,1.10,-1.35
34.174,6.72,-1.44,0.83
34.175,7.25,-4.05,-0.86
34.189,6.75,-6.58,-3.95
34.190,5.94,-7.82,-6.97
34.222,4.61,-6.37,-9.24
34.224,3.56,-4.44,-6.21
34.232,2.98,-3.13,-1.28
34.233,4.53,-3.43,3.13
34.267,5.48,-2.65,3.47
34.268,3.84,-2.06,0.12
34.282,3.54,-0.30,-2.75
34.283,4.73,2.24,1.65
34.292,3.12,4.80,-1.29
34.294,1.61,4.45,-2.63
34.312,0.77,5.59,-2.73
34.313,-0.93,7.37,-1.06
34.332,-0.88,8.33,-1.34
34.334,-1.34,9.04,-0.94
34.354,-0.84,9.01,-0.93
34.355,-0.88,8.35,-1.04
34.372,-0.30,7.97,-1.21
34.373,0.17,7.96,-1.37
34.392,-0.60,7.05,-1.24
34.393,0.21,6.20,-2.43
34.423,1.91,5.58,-2.94
34.424,3.10,5.27,-3.04
34.443,3.37,4.60,-2.50
34.449,3.08,4.28,-2.21
34.462,2.38,3.60,-2.19
34.463,1.46,3.00,-2.00
34.484,0.90,2.56,-1.39
34.485,-0.23,2.23,0.05
34.492,-1.06,1.70,1.55
34.493,-1.69,1.40,2.98
34.512,-1.98,1.10,4.01
34.514,-2.02,-0.21,4.78
34.543,-3.29,-3.13,6.67
34.550,-4.09,-5.90,7.55
34.553,-5.14,-8.16,7.37
34.554,-5.47,-9.61,5.62
34.579,-4.42,-9.37,5.33
34.590,-6.10,-9.04,4.91
34.599,-5.38,-7.04,2.80
34.602,-4.80,-3.43,2.17
34.626,-4.24,0.00,2.03
34.627,-4.23,2.83,1.63
34.638,-1.47,4.84,-1.35
34.644,8.19,2.28,-4.10
34.657,10.20,-9.74,0.75
34.658,4.98,-23.19,-9.45
34.676,9.32,-28.20,-9.63
34.677,10.44,-22.47,1.96
34.706,1.61,-1.47,-1.34
34.707,4.67,7.65,1.87
34.718,7.31,8.78,-1.29
34.719,3.39,7.94,-8.00
34.740,0.62,6.40,-11.25
34.741,0.10,4.16,-9.77
34.750,1.15,2.71,-5.95
34.751,1.89,2.48,-2.40
34.781,1.78,3.25,0.02
34.783,1.02,3.08,1.01
34.790,-0.58,2.59,1.34
34.797,-3.32,2.35,0.86
34.819,-4.78,3.63,0.67
34.821,-5.87,3.12,2.67
34.830,-6.33,3.31,3.17
34.831,-6.34,4.67,2.96
34.850,-6.13,5.58,2.89
34.851,-5.27,4.29,2.83
34.869,-4.70,2.89,1.40
34.870,-3.79,2.10,0.99
34.889,-2.65,1.51,1.15
34.890,-2.30,0.78,1.18
34.911,-1.08,0.54,1.84
34.913,-0.02,-1.05,2.63
34.932,1.79,-0.64,4.17
34.933,1.35,0.38,1.86
34.952,0.07,0.59,-0.07
34.954,-0.46,0.78,1.08
34.972,-1.07,0.76,2.10
34.973,-1.80,0.01,2.57
34.992,-2.40,-0.25,2.90
34.993,-2.54,-0.28,2.82
35.022,-2.36,-0.95,1.67
35.023,-2.53,-1.83,1.00
35.032,-2.38,-2.75,1.00
35.049,-2.32,-3.65,2.42
35.055,-2.10,-4.35,4.25
35.057,-2.37,-4.29,3.79
35.076,-2.61,-4.07,2.36
35.077,-2.83,-3.90,0.90
35.092,-2.68,-3.20,-0.03
35.093,-2.84,-2.72,-0.34
35.113,-2.86,-2.40,0.03
35.114,-2.38,-1.94,1.16
35.132,-1.41,-1.58,2.29
35.133,-0.86,-1.72,2.59
35.163,-0.97,-0.83,1.80
35.164,-0.82,-0.03,-1.09
35.182,0.59,0.99,-2.89
35.184,2.54,3.04,-2.61
35.199,3.68,2.31,-2.52
35.201,4.93,0.20,-0.66
35.212,6.07,-1.66,-0.57
35.213,6.09,-3.60,-2.98
35.232,5.85,-5.63,-5.48
35.233,4.68,-6.47,-7.87
35.252,3.80,-4.91,-8.09
35.253,3.46,-4.01,-5.30
35.274,3.17,-3.79,-1.33
35.275,5.37,-3.60,1.68
35.297,6.07,-3.32,4.75
35.298,5.04,-2.38,2.84
35.315,4.73,-1.73,-1.17
35.316,3.81,0.49,-0.16
35.336,2.50,2.37,0.01
35.336,0.46,3.77,-2.83
35.358,-1.57,5.22,-1.56
35.359,-2.64,6.37,-0.82
35.376,-1.42,8.38,-1.80
35.377,-1.44,7.81,-0.90
35.404,-0.94,8.33,-0.62
35.406,-0.65,8.16,-1.01
35.417,-0.51,7.95,-2.08
35.417,-0.44,8.49,-1.85
35.436,-0.08,7.97,-3.28
35.437,1.94,7.71,-3.85
35.458,3.16,6.98,-3.24
35.461,3.41,6.45,-2.59
35.476,3.04,5.82,-2.55
35.477,2.42,4.82,-2.88
35.496,1.94,3.52,-2.80
35.498,1.15,2.36,-2.36
35.507,0.90,1.91,-1.53
35.525,0.31,2.00,-0.25
35.536,-0.35,2.08,1.36
35.536,-1.94,2.12,3.01
35.555,-2.86,1.95,4.43
35.556,-3.99,1.11,4.93
35.575,-5.53,-0.80,6.44
35.576,-5.40,-3.85,7.48
35.596,-5.34,-5.78,7.47
35.597,-4.70,-8.38,6.85
35.607,-4.03,-9.93,6.16
35.608,-3.39,-10.38,6.52
35.636,-4.11,-9.06,5.11
35.637,-4.23,-6.07,3.59
35.646,-3.38,-2.43,2.93
35.665,-3.22,0.74,3.63
35.686,-2.18,2.57,3.64
35.686,5.80,1.77,-2.32
35.705,7.77,-7.46,-3.83
35.706,6.10,-17.86,-1.75
35.715,7.14,-26.38,-9.84
35.716,9.81,-22.45,-7.53
35.737,4.53,-4.77,0.08
35.739,3.65,6.02,-5.53
35.756,9.76,8.08,-0.22
35.758,5.65,7.19,-6.01
35.777,0.89,5.38,-11.10
35.784,-0.44,4.26,-11.55
35.796,0.17,2.99,-8.39
35.797,1.93,2.27,-4.78
35.816,1.18,2.36,-3.03
35.817,0.06,2.93,-1.99
35.836,-0.97,2.96,-0.94
35.836,-2.17,2.45,0.66
35.856,-3.66,2.37,1.52
35.857,-4.70,2.98,2.11
35.876,-5.50,3.57,3.43
35.876,-5.75,3.63,4.29
35.897,-6.23,3.95,3.77
35.898,-5.42,3.78,4.08
35.916,-3.79,2.50,3.21
35.917,-3.15,1.76,3.54
35.939,-3.22,1.82,2.82
35.940,-3.03,2.19,1.96
35.956,-2.78,2.20,1.95
35.957,-2.17,2.09,1.83
35.976,-1.42,0.88,1.80
35.976,-0.53,-0.34,1.63
35.996,-0.25,0.34,0.51
35.996,-0.07,0.36,0.48
36.016,0.08,0.99,0.14
36.016,0.08,1.10,0.47
36.036,-0.27,0.12,1.02
36.049,-0.14,-0.50,1.45
36.066,0.04,-1.44,1.89
36.066,0.10,-1.54,2.09
36.076,-0.26,-1.58,2.98
36.077,-0.73,-1.61,3.68
36.096,-1.27,-2.39,3.43
36.097,-2.01,-3.36,2.09
36.116,-3.04,-3.82,1.71
36.117,-4.39,-3.63,1.18
36.125,-5.23,-3.04,0.75
36.135,-5.55,-2.49,1.19
36.156,-5.57,-2.05,1.49
36.157,-6.04,-2.05,1.28
36.176,-5.37,-1.97,1.57
36.179,-3.49,-2.06,1.88
36.196,-1.90,-1.89,1.72
36.197,-0.71,-1.33,1.19
36.216,-0.52,-0.85,-0.01
36.217,-0.23,-0.48,-1.87
36.226,1.69,1.64,-3.40
36.227,4.17,3.59,-4.65
36.255,4.48,4.40,-2.86
36.257,6.03,0.86,0.11
36.267,7.30,-2.25,0.87
36.269,7.04,-4.74,-2.10
36.285,5.86,-7.51,-4.22
36.286,5.86,-7.51,-4.22
36.306,4.78,-7.90,-6.26
36.306,5.35,-6.33,-3.89
36.326,5.58,-5.36,-0.59
36.327,5.96,-4.64,2.42
36.346,6.07,-3.68,3.27
36.347,5.58,-3.38,2.98
36.386,4.80,-0.03,-0.84
36.387,4.27,1.16,-1.90
36.388,3.85,1.18,-1.81
36.405,0.12,4.47,-4.02
36.406,-0.28,4.73,-1.35
36.415,-0.33,4.56,-1.24
36.435,-2.00,7.21,-2.04
36.436,-1.08,7.03,-0.65
36.445,-1.08,7.03,-0.65
36.455,-2.00,7.17,-1.49
36.456,-1.75,6.88,-1.47
36.476,-1.72,8.50,-3.54
36.477,-0.55,8.19,-3.23
36.505,1.27,7.68,-3.14
36.506,1.22,6.75,-3.45
36.520,4.07,5.87,-3.32
36.521,4.47,4.95,-2.97
36.546,4.08,4.17,-2.73
36.547,3.17,3.20,-2.76
36.566,2.18,2.46,-2.79
36.567,1.23,2.15,-2.34
36.575,0.83,2.27,-1.38
36.577,0.17,2.29,0.24
36.607,0.18,2.37,1.61
36.609,-0.82,2.25,3.34
36.626,-1.44,1.66,4.74
36.628,-2.52,0.76,5.65
36.636,-4.37,-1.86,6.97
36.637,-5.57,-5.77,8.19
36.655,-5.58,-8.41,8.25
36.657,-5.27,-10.68,7.91
36.686,-4.94,-11.64,5.44
36.687,-6.26,-10.07,7.02
36.696,-6.25,-6.88,4.03
36.697,-6.18,-2.90,2.86
36.733,-5.62,-0.11,3.87
36.734,-3.19,1.91,3.41
36.744,4.01,0.39,-2.40
36.745,4.90,-10.34,-0.31
36.778,4.79,-19.56,-4.19
36.780,8.51,-24.90,-10.52
36.785,8.34,-15.24,-5.64
36.787,6.21,4.36,-3.46
36.803,8.18,8.99,-1.13
36.805,7.03,8.45,-2.96
36.833,1.97,7.42,-8.60
36.834,-0.14,5.34,-12.39
36.843,0.14,3.62,-11.95
36.844,1.03,1.32,-7.93
36.863,1.68,0.82,-1.84
36.865,1.32,1.69,0.78
36.885,0.49,2.66,1.06
36.887,-0.79,2.97,0.73
36.908,-2.20,2.36,0.46
36.909,-2.79,1.75,0.98
36.916,-3.30,2.49,2.68
36.917,-3.73,2.83,3.71
36.936,-3.68,4.03,4.30
36.938,-3.17,4.38,3.64
36.956,-2.63,3.78,3.89
36.957,-2.97,2.52,2.15
36.976,-3.83,1.59,1.65
36.977,-3.82,1.92,0.81
36.995,-2.97,1.85,1.20
36.996,-2.80,1.75,1.85
37.017,-1.63,0.73,1.40
37.020,-0.88,-0.07,1.59
37.046,0.00,0.61,1.80
37.047,-0.28,0.06,1.17
37.057,-0.56,-0.07,1.57
37.058,-0.89,-0.33,2.16
37.087,-1.41,-0.04,2.26
37.088,-1.47,-0.33,2.27
37.096,-1.78,-0.90,2.44
37.097,-1.12,-0.29,2.20
37.117,-0.45,-1.50,1.35
37.118,0.02,-1.90,0.57
37.146,-0.28,-2.26,0.44
37.148,-1.34,-2.72,1.40
37.167,-2.62,-2.58,2.05
37.168,-3.13,-2.21,2.34
37.177,-3.22,-2.39,2.66
37.178,-3.55,-2.60,2.18
37.207,-4.03,-2.40,1.04
37.212,-4.87,-2.21,0.05
37.227,-5.38,-2.09,-0.31
37.228,-5.42,-2.45,0.86
37.246,-4.52,-2.36,1.54
37.247,-2.73,-2.58,1.77
37.266,-1.24,-2.42,1.46
37.268,-0.76,-1.81,-0.99
37.286,0.44,-0.96,-2.71
37.288,2.67,1.24,-3.51
37.295,3.41,1.71,-2.41
37.297,4.30,2.30,-0.48
37.316,4.62,0.60,-0.52
37.317,5.55,-2.73,-1.85
37.346,5.76,-5.31,-3.52
37.348,5.83,-7.13,-4.12
37.357,6.16,-7.20,-4.10
37.359,6.73,-4.98,-3.37
37.377,6.22,-3.71,-1.51
37.379,5.97,-3.16,-0.36
37.406,5.79,-2.66,1.48
37.409,5.01,-1.49,2.11
37.416,3.45,-0.50,-0.28
37.417,3.09,0.45,-1.37
37.447,1.70,2.28,0.53
37.451,0.55,3.97,-1.46
37.467,-0.18,4.84,-1.41
37.469,-0.71,5.24,-2.19
37.477,-1.01,7.81,-2.85
37.478,-0.83,7.54,0.15
37.497,-1.01,7.79,0.31
37.500,-0.38,7.11,-1.17
37.519,0.30,7.28,-0.94
37.521,0.10,7.47,-1.83
37.539,0.57,7.31,-1.84
37.543,-0.13,6.45,-1.18
37.560,0.78,5.55,-2.93
37.561,2.21,5.38,-2.97
37.579,2.89,4.92,-2.48
37.580,2.90,4.17,-2.00
37.600,2.33,3.36,-2.03
37.601,1.95,3.00,-1.91
37.620,1.56,2.51,-1.83
37.632,1.20,2.33,-1.56
37.641,0.41,2.27,-0.86
37.666,-0.67,2.03,0.20
37.667,-1.83,1.96,1.61
37.668,-3.51,2.38,2.87
37.679,-4.35,1.90,3.29
37.680,-4.12,0.54,4.31
37.699,-4.15,-2.25,5.79
37.701,-4.12,-4.42,6.94
37.719,-3.89,-6.58,6.80
37.720,-4.11,-9.00,7.16
37.739,-3.91,-10.44,6.96
37.740,-3.50,-10.57,5.81
37.759,-3.70,-8.15,4.21
37.760,-3.61,-4.74,2.60
37.780,-3.06,-0.86,2.38
37.781,-2.14,2.04,2.78
37.799,1.10,3.60,0.57
37.800,7.41,-0.08,-4.29
37.820,6.55,-11.55,-2.39
37.822,4.76,-20.37,-8.32
37.854,8.80,-25.30,-10.87
37.857,8.89,-18.10,-2.11
37.874,4.83,0.28,0.39
37.876,5.25,8.07,-2.03
37.883,6.50,8.00,-2.60
37.885,2.89,7.44,-8.46
37.904,0.96,5.92,-11.33
37.906,0.09,4.05,-9.60
37.924,0.03,2.70,-5.49
37.926,0.65,2.58,-2.60
37.944,0.36,2.11,-0.53
37.945,0.29,2.94,0.09
37.973,0.14,3.48,0.73
37.976,-1.99,3.06,0.89
37.984,-3.75,2.77,0.83
37.986,-4.92,3.63,2.34
38.003,-5.09,4.11,2.91
38.005,-5.50,3.85,3.09
38.034,-6.56,3.58,2.06
38.035,-7.59,2.93,1.19
38.044,-5.98,1.88,1.94
38.045,-3.96,2.12,2.05
38.063,-3.04,1.69,2.06
38.065,-1.65,1.83,2.32
38.083,-0.82,1.30,2.56
38.085,-0.32,0.88,2.80
38.103,0.50,0.28,2.25
38.106,1.21,-0.10,1.50
38.126,0.87,-0.01,1.16
38.127,0.26,0.85,1.06
38.145,-0.06,1.59,1.53
38.146,-0.13,1.21,2.09
38.156,-1.05,-0.13,2.41
38.157,-1.80,-1.37,2.07
38.187,-1.86,-1.61,1.63
38.188,-1.84,-2.28,1.86
38.196,-1.83,-2.79,1.99
38.197,-1.73,-3.43,2.34
38.227,-1.76,-3.55,2.34
38.228,-2.58,-3.62,2.26
38.237,-3.53,-3.46,2.07
38.238,-4.11,-2.82,1.42
38.260,-4.55,-2.44,0.99
38.261,-4.69,-2.21,0.57
38.280,-4.85,-2.12,0.61
38.283,-4.62,-2.25,1.12
38.301,-3.13,-2.03,1.68
38.303,-1.65,-2.24,1.79
38.321,-0.76,-2.20,0.90
38.323,-0.16,-1.88,-0.96
38.339,1.02,-0.78,-2.74
38.340,2.11,0.25,-3.87
38.359,3.80,0.75,-2.73
38.360,4.39,2.42,-0.64
38.379,4.86,1.24,0.81
38.381,5.65,-1.72,0.80
38.401,6.86,-3.86,-0.39
38.404,6.87,-5.11,-2.56
38.424,6.57,-6.05,-4.20
38.429,6.61,-5.28,-4.90
38.442,5.88,-3.42,-3.48
38.457,5.02,-2.53,-0.93
38.464,3.58,-2.09,1.43
38.465,2.98,-1.70,2.66
38.482,1.73,-1.32,0.06
38.483,1.67,-0.04,2.31
38.503,0.56,2.26,0.20
38.504,-1.04,2.51,-0.63
38.523,-1.30,2.98,-3.32
38.524,-0.54,4.60,-3.59
38.544,-0.25,6.70,-1.38
38.545,-0.54,7.36,-1.17
38.564,-0.34,7.67,-2.18
38.565,0.01,7.81,-2.02
38.585,-0.62,8.02,-1.49
38.586,-0.79,7.44,-2.06
38.604,-1.40,6.31,-1.38
38.606,-1.50,4.93,-2.71
38.629,0.40,4.58,-3.58
38.632,2.32,5.13,-3.75
38.649,3.67,5.48,-3.23
38.651,3.71,4.85,-2.85
38.663,3.38,3.99,-2.77
38.665,2.95,3.08,-2.70
38.699,2.92,2.57,-2.64
38.701,2.10,2.28,-1.97
38.704,1.32,2.24,-1.44
38.706,0.49,2.09,-0.26
38.723,-0.12,2.19,0.92
38.724,-0.85,2.24,2.46
38.744,-1.76,2.64,4.07
38.745,-2.57,1.73,5.28
38.762,-4.11,-0.08,6.48
38.763,-4.83,-3.95,7.59
38.782,-5.00,-6.36,7.80
38.784,-4.27,-8.91,7.73
38.814,-3.38,-10.82,6.81
38.817,-4.10,-10.77,7.92
38.824,-4.78,-10.05,6.41
38.826,-4.99,-5.97,3.19
38.844,-4.72,-1.45,2.81
38.846,-4.52,1.87,3.58
38.863,-0.30,3.13,0.64
38.865,7.10,-0.75,-3.55
38.877,3.80,-11.82,-1.84
38.879,4.63,-20.49,-7.69
38.905,8.84,-19.52,-11.57
38.907,8.46,-13.09,-2.17
38.916,5.84,-1.15,0.05
38.917,6.60,4.67,-1.08
38.948,6.26,5.48,-3.35
38.949,2.26,5.77,-9.11
38.966,-0.10,6.23,-11.28
38.969,-0.55,4.26,-9.32
38.986,0.51,3.42,-5.58
38.987,1.22,3.25,-3.47
39.007,1.21,3.58,-2.42
39.009,0.56,3.66,-1.58
39.026,0.04,2.59,0.34
39.028,-1.08,1.56,1.57
39.054,-3.05,1.86,1.64
39.055,-4.24,2.98,2.46
39.059,-4.71,3.53,2.70
39.061,-4.52,3.79,3.59
39.080,-5.38,3.67,3.74
39.083,-6.53,2.93,2.54
39.099,-6.11,2.46,1.48
39.101,-4.73,2.52,1.12
39.119,-3.47,2.48,1.11
39.120,-2.30,1.88,1.53
39.139,-1.00,0.66,2.30
39.140,-0.84,-0.53,2.55
39.160,-0.10,0.00,2.99
39.161,0.54,0.48,2.66
39.180,0.56,0.27,2.67
39.181,0.68,0.90,2.55
39.200,0.72,1.52,2.81
39.201,0.21,0.79,2.27
39.219,-0.53,0.37,1.34
39.220,-1.29,-0.41,0.84
39.250,-1.97,-1.05,0.71
39.252,-2.16,-1.70,1.07
39.260,-2.20,-2.63,1.32
39.261,-2.23,-3.32,1.45
39.280,-3.01,-3.43,2.09
39.283,-3.78,-3.17,3.00
39.300,-4.42,-3.24,2.68
39.303,-4.58,-3.00,1.89
39.320,-3.89,-2.79,1.19
39.325,-3.00,-2.35,0.41
39.349,-2.45,-2.19,-0.08
39.350,-2.16,-1.92,0.54
39.359,-1.34,-1.72,1.12
39.362,-0.28,-1.66,1.88
39.390,-0.07,-1.51,1.24
39.392,-0.08,-1.63,-0.58
39.399,0.53,-1.29,-2.57
39.400,1.82,0.66,-3.15
39.424,3.52,2.71,-1.60
39.426,4.45,1.41,0.22
39.450,5.41,-2.95,-0.64
39.451,5.62,-4.81,-1.73
39.459,4.78,-6.34,-4.16
39.460,4.16,-6.88,-4.97
39.479,4.05,-5.21,-4.91
39.481,3.77,-3.08,-3.77
39.500,2.56,-2.98,-0.66
39.501,3.00,-3.37,1.73
39.519,3.38,-2.62,2.48
39.521,2.88,-1.73,1.09
39.544,2.42,-0.66,-0.80
39.545,2.39,1.82,-2.24
39.563,0.98,1.70,-0.72
39.565,1.66,4.23,-1.22
39.583,1.09,5.49,-1.53
39.584,-0.56,6.15,-1.25
39.604,-0.83,6.95,-1.33
39.605,-0.72,6.71,-1.47
39.623,0.00,8.85,-2.59
39.624,0.37,8.19,-1.86
39.643,-0.68,7.35,-1.54
39.644,-1.24,6.31,-2.67
39.663,-0.34,7.18,-3.67
39.666,1.14,6.88,-2.92
39.695,3.28,7.39,-2.72
39.697,3.73,5.88,-2.18
39.703,3.94,4.81,-2.16
39.704,3.68,4.15,-1.99
39.722,3.14,3.31,-2.20
39.723,2.54,2.52,-2.24
39.742,1.87,2.43,-1.81
39.743,1.43,2.23,-0.71
39.763,0.67,2.05,0.58
39.764,-0.16,2.16,1.94
39.784,-0.62,2.20,3.25
39.785,-1.85,1.86,4.06
39.802,-2.98,0.57,4.89
39.804,-3.85,-2.52,5.84
39.823,-4.31,-5.53,6.41
39.824,-4.99,-7.95,6.93
39.843,-5.52,-10.33,7.21
39.845,-5.61,-11.43,6.46
39.856,-6.05,-10.83,6.25
39.857,-6.37,-7.13,4.13
39.876,-6.29,-3.36,2.86
39.877,-5.84,0.42,3.29
39.907,-2.95,2.05,2.92
39.908,3.68,-0.09,-2.49
39.926,5.07,-11.56,0.19
39.928,5.07,-11.56,0.19
39.947,10.31,-29.04,-9.15
39.949,8.71,-15.96,-5.63
39.968,8.46,-14.74,-5.51
39.970,10.23,9.24,-1.58
39.971,8.89,8.35,-2.91
40.000,4.53,7.55,-7.65
40.003,1.25,5.65,-11.07
40.010,0.32,4.89,-10.15
40.011,1.20,2.32,-5.60
40.029,1.20,2.32,-5.60
40.046,1.04,2.68,-2.35
40.048,-0.57,2.44,-1.41
40.059,-0.57,2.44,-1.41
40.069,-1.30,2.09,-0.38
40.071,-2.30,1.69,0.69
40.090,-2.90,1.91,1.29
40.099,-6.94,1.48,4.66
40.100,-7.42,2.45,6.34
40.119,-7.32,2.58,6.38
40.129,-5.43,4.58,5.57
