time,ax,ay,az
61.842,2.09,4.87,-2.79
61.859,2.42,1.46,-1.68
61.860,2.30,2.99,-1.88
61.879,2.81,5.33,-1.33
61.880,3.76,5.69,-2.14
61.899,2.31,3.65,-0.67
61.901,-0.57,2.40,-0.57
61.919,-0.75,2.50,0.00
61.920,-1.19,3.07,0.21
61.939,-1.20,3.22,1.20
61.940,-1.18,2.91,1.69
61.960,-1.97,2.55,2.65
61.961,-3.22,0.84,3.54
61.979,-4.71,-1.25,4.37
61.980,-4.94,-3.40,5.63
61.999,-5.08,-6.91,6.75
62.000,-4.28,-10.77,8.14
62.019,-4.06,-13.38,7.10
62.020,-5.18,-13.37,6.70
62.039,-6.60,-10.53,4.49
62.040,-5.57,-6.43,2.80
62.059,-3.77,-1.85,3.22
62.060,-3.12,1.05,3.40
62.081,2.25,1.57,-0.86
62.082,3.71,-4.64,-4.51
62.099,0.45,-13.91,-3.58
62.100,4.65,-21.20,-8.38
62.119,10.37,-18.50,-12.00
62.120,9.31,-5.05,-0.18
62.149,8.13,4.01,4.25
62.151,8.34,7.01,1.42
62.160,4.63,7.57,-3.37
62.162,2.20,7.71,-9.66
62.179,0.90,6.45,-12.11
62.180,0.85,3.78,-8.33
62.199,1.12,2.54,-4.26
62.200,1.33,3.04,-2.41
62.219,1.49,3.30,-1.27
62.220,1.79,3.57,-1.33
62.249,1.56,2.37,-0.71
62.250,0.25,0.94,-0.18
62.260,-1.64,-0.95,0.71
62.261,-3.83,-5.00,2.95
62.279,-4.56,-4.54,4.13
62.280,-4.85,0.05,4.23
62.299,-5.63,4.32,4.39
62.300,-5.57,6.81,4.88
62.319,-5.47,7.15,3.99
62.320,-4.84,6.52,3.63
62.339,-4.48,5.49,3.04
62.340,-3.65,2.88,2.85
62.362,-3.21,3.60,-0.20
62.363,-3.45,4.47,-3.89
62.379,-2.35,8.80,-4.74
62.380,-1.57,6.63,-1.98
62.399,-0.34,2.69,0.07
62.400,1.31,2.27,1.86
62.419,2.32,2.78,1.74
62.420,2.81,2.49,1.63
62.439,2.95,2.15,1.37
62.441,2.81,0.82,1.41
62.460,1.91,-0.62,1.19
62.461,1.03,-0.76,1.20
62.480,0.47,-1.11,1.24
62.481,0.04,-1.73,1.51
62.503,-0.43,-2.98,2.07
62.504,-1.11,-5.31,3.57
62.523,-1.77,-7.60,4.28
62.524,-2.18,-8.36,3.44
62.543,-2.74,-8.04,2.80
62.544,-3.36,-7.58,3.04
62.556,-3.89,-6.64,3.07
62.558,-4.44,-5.51,2.63
62.586,-4.90,-3.34,1.85
62.587,-4.61,-2.75,1.01
62.596,-4.00,-1.29,0.06
62.597,-3.33,-1.22,-0.49
62.625,-2.54,-1.76,-0.57
62.630,-1.74,-0.12,-0.02
62.635,-0.79,0.69,-0.11
62.638,-1.59,1.46,-3.19
62.659,1.37,2.13,-0.83
62.660,2.24,3.14,-1.08
62.679,5.05,-0.11,-0.68
62.684,9.54,-6.27,-0.18
62.700,9.79,-9.60,-1.06
62.701,8.32,-8.70,-3.47
62.719,6.57,-1.07,-17.06
62.720,5.35,-6.38,-13.19
62.743,5.36,-3.27,-10.50
62.745,4.27,1.09,-3.03
62.759,5.42,3.27,0.57
62.761,7.08,3.06,3.56
62.782,12.17,23.60,4.87
62.784,10.89,6.27,6.96
62.800,5.85,-3.47,-1.34
62.801,0.50,-2.08,-1.88
62.820,-4.36,-2.35,-2.10
62.821,-9.00,-0.17,0.63
62.849,-7.89,5.98,0.27
62.850,-6.98,9.15,-2.55
62.860,-7.79,16.08,-4.04
62.861,-7.97,11.75,-3.06
62.889,-4.51,7.48,0.89
62.890,-1.92,6.33,0.93
62.902,-0.76,3.41,-0.86
62.903,0.08,1.31,-1.04
62.919,1.24,0.69,-1.25
62.920,1.48,-0.74,-2.15
62.940,2.67,-1.25,-1.47
62.942,1.84,-1.25,-0.50
62.959,1.22,-1.19,-1.15
62.961,0.50,-1.00,-0.46
62.979,-0.21,0.18,0.73
62.984,-0.46,0.68,1.88
63.004,-0.01,-0.24,2.54
63.008,-0.19,-1.00,2.98
63.023,-0.21,-1.46,3.56
63.025,-1.21,-2.17,5.43
63.055,-1.90,-3.54,6.55
63.056,-2.05,-4.14,7.17
63.063,-2.66,-4.53,6.42
63.064,-3.17,-4.70,4.28
63.081,-2.58,-5.02,3.51
63.082,-3.10,-4.77,4.67
63.099,-3.56,-4.07,3.65
63.106,-4.19,-1.65,2.68
63.122,-3.88,-0.58,1.78
63.123,-2.98,0.90,1.05
63.142,-2.87,1.44,0.65
63.144,-2.42,1.26,-3.45
63.163,2.46,-2.52,-4.66
63.165,6.29,-7.20,-2.24
63.183,9.39,-11.18,-9.78
63.186,11.89,-14.16,-5.01
63.205,9.90,-9.02,2.96
63.207,4.79,-1.06,1.45
63.217,1.62,0.00,-0.89
63.219,1.79,0.66,-3.49
63.239,1.99,0.00,-4.93
63.240,1.51,0.20,-3.62
63.263,1.02,0.29,-3.09
63.264,0.83,0.17,-4.80
63.282,0.06,0.94,-2.49
63.284,-0.71,0.99,-1.48
63.307,-0.16,-0.28,-4.32
63.308,-0.71,-1.11,-0.61
63.325,-1.12,0.63,-1.78
63.327,-1.39,1.82,-1.39
63.336,-1.54,1.29,-1.84
63.337,-0.08,1.71,1.05
63.368,-0.44,3.79,1.69
63.369,-0.94,3.06,3.35
63.378,-2.70,6.51,3.67
63.380,-1.72,3.17,0.60
63.396,-2.68,1.53,3.15
63.397,-3.82,4.18,4.63
63.425,-3.11,5.24,4.82
63.427,-2.60,1.27,1.35
63.436,-0.71,4.31,3.99
63.437,0.08,6.59,4.57
63.457,-1.60,6.51,0.38
63.458,-1.51,5.52,-0.89
63.476,-0.50,5.38,0.60
63.477,0.93,5.99,1.27
63.502,0.24,5.08,0.85
63.503,-1.92,3.87,0.20
63.522,-2.36,3.58,0.94
63.525,-2.77,1.90,1.45
63.542,-2.01,-3.14,0.02
63.544,0.26,-0.30,2.21
63.562,-5.95,-0.03,-3.81
63.563,-5.74,-2.53,-0.12
63.592,0.28,-4.85,8.52
63.593,1.36,-4.97,7.88
63.602,2.19,-4.19,2.01
63.603,0.98,-5.29,-0.39
63.615,0.47,-5.58,-2.24
63.617,0.35,-1.65,-0.93
63.635,-4.68,-1.36,-2.23
63.637,-3.51,-0.71,-4.32
63.656,-0.62,-4.10,-0.74
63.657,1.99,-4.06,-0.11
63.689,-2.58,-2.14,2.08
63.690,-4.00,-1.19,-1.15
63.703,-3.92,-2.35,-2.64
63.704,-0.42,-4.96,-0.55
63.723,0.20,-3.09,1.51
63.724,-0.45,-1.10,2.16
63.742,0.46,-1.49,-0.67
63.744,1.84,-1.47,-3.38
63.762,2.65,-0.65,-4.41
63.764,2.22,0.70,-3.32
63.782,1.86,0.94,-1.65
63.784,-0.57,1.31,1.27
63.802,-5.50,4.60,11.02
63.804,-4.84,3.25,9.84
63.822,-4.21,2.45,6.80
63.823,-3.04,1.32,2.48
63.843,-2.16,-0.21,-1.56
63.844,-1.56,-0.82,-6.30
63.863,-1.02,0.37,-10.10
63.864,-2.56,2.09,-11.15
63.883,-3.34,3.48,-9.50
63.884,-4.83,3.25,-8.97
63.900,-5.12,4.29,-7.84
63.902,-3.87,3.88,-6.64
63.920,-1.06,0.62,-5.75
63.921,2.74,-0.35,-4.23
63.941,5.16,-0.57,-1.31
63.942,6.56,-0.76,1.33
63.960,7.02,0.08,2.51
63.961,6.13,0.74,2.82
63.980,4.76,1.33,2.73
63.981,3.02,1.39,2.46
64.000,1.70,1.22,2.22
64.001,0.74,-0.09,1.86
64.020,1.72,-2.73,1.57
64.021,3.70,-4.70,0.91
64.039,5.15,-4.51,0.50
64.040,5.27,-4.78,1.31
64.060,5.50,-5.33,2.13
64.061,5.83,-4.12,1.93
64.079,5.09,-3.69,1.79
64.081,4.30,-2.82,0.96
64.099,3.36,-2.39,0.33
64.100,2.29,-2.78,-0.54
64.119,2.22,-2.53,-1.45
64.120,2.43,-2.41,-1.59
64.140,2.76,-1.39,-1.86
64.141,2.07,-1.65,-1.09
64.160,1.51,-1.09,-1.63
64.161,0.97,-1.33,-1.86
64.179,0.03,-1.81,-1.37
64.181,-1.55,-1.97,-0.61
64.210,-3.22,-1.05,-0.68
64.212,-4.38,0.48,-0.21
64.221,-4.52,2.95,6.99
64.240,-3.94,2.61,2.26
64.247,-2.91,2.84,5.04
64.248,-2.63,2.21,3.95
64.276,-2.53,1.40,3.00
64.277,-2.75,0.61,1.77
64.286,-3.52,0.44,1.51
64.287,-3.71,0.90,1.89
64.306,-3.08,1.45,1.54
64.307,-1.82,1.86,2.71
64.326,-0.89,2.01,4.62
64.327,1.00,-1.18,0.98
64.346,-0.34,0.28,1.49
64.347,-0.78,-0.50,-0.82
64.366,0.15,-0.55,-0.46
64.367,0.11,-0.92,-1.38
64.386,0.17,-1.59,-0.98
64.396,0.33,-2.12,-0.66
64.399,1.59,-2.39,-2.78
64.401,1.32,-2.25,-1.76
64.420,1.55,-0.41,-0.56
64.421,1.29,0.73,-1.47
64.439,0.66,0.73,-1.89
64.440,0.59,0.74,-2.47
64.459,0.93,0.94,-2.64
64.461,1.55,0.87,-2.06
64.481,0.68,1.93,-2.16
64.482,0.80,1.64,-2.27
64.509,0.31,1.70,-2.05
64.510,0.46,2.48,-2.19
64.528,-0.22,2.80,-3.12
64.529,0.06,2.68,-2.49
64.539,0.44,2.29,-1.28
64.540,-0.04,2.09,-1.29
64.561,-0.13,1.43,-0.83
64.562,0.15,0.56,-0.54
64.579,0.65,0.23,0.15
64.581,0.29,0.61,0.95
64.610,0.12,1.34,1.58
64.612,-0.50,1.36,2.77
64.620,-0.94,1.42,2.64
64.625,-1.40,0.66,1.62
64.640,-0.95,0.24,-0.05
64.641,1.67,1.21,-0.71
64.660,2.06,0.75,-0.88
64.661,1.22,0.69,0.47
64.698,0.56,1.25,1.48
64.700,0.02,0.92,1.31
64.715,0.09,0.87,1.54
64.715,-0.15,0.13,2.24
64.723,-0.31,0.01,2.66
64.725,-0.04,0.18,2.77
64.742,0.85,0.68,2.51
64.743,1.00,0.12,1.75
64.768,0.90,-0.98,1.77
64.769,-0.10,-1.92,2.10
64.784,-0.22,-2.11,2.40
64.794,-0.70,-2.15,2.97
64.805,-0.95,-1.80,2.99
64.806,-1.87,-2.51,2.96
64.825,-2.52,-3.38,2.86
64.826,-3.01,-3.80,1.99
64.849,-2.28,-3.77,3.40
64.850,-0.59,-3.24,4.29
64.864,0.67,-1.84,2.42
64.866,1.05,-1.20,0.01
64.888,0.54,-1.00,-1.62
64.891,0.27,-0.59,-2.72
64.906,0.13,0.19,-3.13
64.906,-0.07,0.46,-2.96
64.934,-0.75,0.41,-2.77
64.935,0.08,0.45,-3.74
64.945,1.50,0.32,-4.37
64.946,2.01,0.83,-5.19
64.967,1.60,1.03,-4.79
64.972,1.17,0.98,-3.90
64.985,0.54,0.90,-3.15
64.987,0.18,1.04,-2.86
65.011,-0.02,1.26,-3.19
65.015,-0.31,1.30,-2.95
65.019,-0.45,1.19,-2.63
65.020,-0.40,1.10,-2.13
65.050,-0.15,0.61,-1.81
65.052,0.29,5.98,-4.82
65.069,-0.81,3.24,-1.77
65.070,-1.27,3.47,-0.88
65.079,-1.29,2.99,-0.24
65.081,-1.18,1.95,1.32
65.099,-0.80,0.94,1.38
65.102,-0.24,0.53,1.11
65.119,0.21,0.40,0.93
65.121,0.61,0.30,0.82
65.138,0.97,0.03,1.00
65.140,0.94,-0.02,1.28
65.159,0.79,0.09,1.35
65.160,0.70,0.33,1.53
65.178,0.73,0.64,1.99
65.179,0.63,1.09,2.35
65.210,0.47,1.24,2.02
65.211,0.05,1.01,1.83
65.229,-0.01,0.40,2.16
65.230,0.03,0.14,2.58
65.239,0.12,-0.15,2.85
65.240,0.16,-0.15,2.82
65.258,0.09,-0.31,2.63
65.260,0.04,-0.44,2.58
65.279,-0.05,-0.49,2.36
65.280,-0.18,-0.50,1.86
65.298,-0.16,-0.41,0.70
65.300,-0.33,-0.48,0.02
65.319,-0.36,-0.20,0.15
65.320,-0.34,-0.33,0.66
65.339,-0.58,-0.79,1.05
65.340,-1.00,-1.37,1.97
65.359,-1.42,-2.45,2.57
65.360,-1.70,-2.84,2.87
65.379,-1.59,-2.77,2.59
65.380,-1.36,-2.55,1.91
65.399,-0.99,-2.27,0.86
65.400,-0.62,-1.95,-0.38
65.419,-0.49,-1.58,-1.28
65.420,-0.27,-1.25,-1.74
65.439,-0.02,-0.79,-1.98
65.440,0.37,-0.39,-2.11
65.458,0.56,-0.16,-2.40
65.459,0.49,-0.19,-2.59
65.479,0.32,-0.19,-2.38
65.480,0.18,0.12,-4.23
65.500,0.44,0.12,-1.73
65.503,0.40,0.37,-2.21
65.521,0.86,0.85,-2.50
65.522,0.95,1.03,-2.46
65.540,0.84,0.89,-2.17
65.541,1.17,0.65,-2.27
65.568,1.42,0.38,-2.22
65.574,1.35,0.11,-2.46
65.589,1.31,-0.07,-2.50
65.591,1.01,0.06,-2.25
65.602,0.53,0.42,-1.80
65.603,0.01,0.60,-1.19
65.626,-0.59,0.52,-0.41
65.627,-0.57,0.70,0.21
65.655,-0.16,1.09,0.33
65.659,0.10,1.35,0.48
65.673,0.14,1.23,0.62
65.674,0.06,0.97,0.60
65.679,0.17,0.89,0.54
65.681,0.17,0.80,0.39
65.698,0.02,0.74,0.73
65.700,-0.02,0.69,1.24
65.724,0.09,0.84,1.53
65.725,0.17,0.81,1.74
65.740,0.20,0.73,1.86
65.741,0.08,0.70,2.09
65.758,0.00,0.55,2.36
65.761,0.09,0.26,2.39
65.779,0.17,-0.01,2.05
65.780,-0.17,-0.53,0.33
65.800,0.00,-0.73,1.95
65.801,0.34,-0.48,2.59
65.825,0.89,0.25,1.56
65.826,0.59,-0.12,0.80
65.843,0.51,-0.27,0.35
65.845,0.23,-1.19,0.72
65.863,0.08,-1.83,0.99
65.865,-0.18,-2.32,1.75
65.884,-0.02,-2.59,2.56
65.886,0.08,-2.78,2.71
65.902,-0.04,-2.74,2.59
65.904,-0.02,-2.35,1.79
65.932,0.28,-1.77,0.80
65.933,0.28,-1.61,0.65
65.953,0.20,-1.71,0.27
65.954,-0.08,-1.61,-0.58
65.963,-0.39,-1.49,-0.49
65.964,-0.46,-1.28,-0.13
65.982,-0.12,-0.95,-0.39
65.984,-0.02,-0.86,-0.61
66.002,-0.75,-0.95,-0.54
66.004,-2.18,-0.49,-0.44
66.021,-2.12,0.48,-0.28
66.024,-1.59,1.49,-0.73
66.041,-0.99,1.79,-1.81
66.044,-0.69,1.62,-2.22
66.062,-0.32,1.78,-3.60
66.063,-0.87,1.85,-4.10
66.084,-1.13,1.73,-4.45
66.091,-1.30,1.54,-4.50
66.102,-1.40,1.35,-4.68
66.111,-1.52,0.86,-4.49
66.122,-0.47,0.70,-2.32
66.124,1.01,0.56,0.66
66.142,1.68,0.71,1.17
66.144,1.53,0.24,1.50
66.163,1.35,-0.51,1.01
66.166,1.19,-1.19,0.53
66.191,1.33,-1.62,-0.89
66.192,1.61,-1.62,-1.34
66.207,1.68,-1.66,-0.67
66.209,1.76,-1.51,-0.49
66.221,1.40,-1.06,0.08
66.222,1.17,-0.31,0.65
66.245,0.85,0.55,0.70
66.246,0.47,1.62,1.04
66.274,0.24,2.74,2.45
66.275,-0.10,3.65,2.83
66.286,-0.69,3.91,2.21
66.290,-1.36,3.39,1.25
66.306,-1.46,2.39,0.61
66.307,-0.58,0.95,1.52
66.325,-0.17,-0.26,2.03
66.330,-0.20,-0.58,1.90
66.345,-0.51,-0.60,1.86
66.346,-0.83,-0.35,1.49
66.365,-0.96,0.04,1.44
66.370,-1.22,0.14,2.19
66.396,-1.31,0.15,2.75
66.398,-1.06,0.20,2.60
66.407,-1.17,-0.17,2.48
66.408,-1.04,-0.93,2.50
66.428,-1.01,-1.83,2.15
66.430,-1.02,-2.39,1.95
66.449,-0.65,-2.76,1.68
66.450,-0.41,-2.90,1.43
66.471,-0.28,-2.88,1.32
66.472,-0.03,-2.34,1.00
67.121,-0.15,0.34,-0.58
67.122,-0.12,0.38,-0.49
67.123,-0.29,0.27,-0.52
67.123,-0.40,-0.17,-0.70
67.124,-0.60,-0.49,-1.04
67.124,-0.64,-0.46,-1.59
67.124,-0.70,-0.42,-2.09
67.125,-0.78,-0.14,-2.21
67.203,-0.72,0.03,-2.52
67.204,-0.50,0.00,-2.75
67.204,-0.37,0.01,-2.87
67.205,-0.31,-0.12,-2.95
67.205,-0.17,-0.13,-2.53
67.206,-0.12,-0.06,-2.14
67.206,-0.12,0.01,-1.81
67.207,-0.28,0.09,-1.28
67.207,-0.27,0.27,-0.51
67.208,-0.23,0.41,0.02
67.226,-0.26,0.67,0.54
67.226,-0.37,1.10,1.05
67.267,-0.17,1.51,1.46
67.269,-0.24,1.37,1.40
67.272,-0.31,1.17,1.60
67.273,0.05,1.19,1.73
67.329,0.15,1.05,1.67
67.330,-0.02,1.26,1.24
67.331,-0.05,1.59,1.25
67.332,0.10,1.70,1.11
67.332,-0.25,1.57,1.21
67.338,-0.22,1.10,1.74
67.342,-0.20,0.94,1.59
67.372,-0.73,0.76,3.11
67.382,-0.75,0.51,3.63
67.419,-0.70,0.25,3.43
67.420,-0.74,0.22,3.22
67.421,-0.44,0.47,2.36
67.424,-0.09,0.12,1.56
67.425,0.04,-0.61,1.02
67.426,-0.42,-0.92,0.41
67.445,-1.00,-0.68,0.92
67.445,-1.14,-0.29,1.80
67.462,-1.31,-0.46,2.93
67.464,-1.35,-0.96,3.30
67.562,-1.13,-1.45,2.89
67.563,-0.84,-1.57,2.21
67.564,-0.35,-1.43,1.36
67.564,0.04,-1.37,0.49
67.565,-0.52,-1.45,-3.51
67.565,-0.31,-0.94,-1.05
67.566,-0.49,-1.14,-1.93
67.566,-0.30,-1.37,-2.09
67.567,-0.14,-1.28,-2.27
67.567,-0.04,-1.22,-2.01
67.581,0.03,-0.82,-1.45
67.583,0.55,-0.92,-1.34
67.637,0.69,-1.01,-1.66
67.641,0.88,-0.68,-1.88
67.642,0.78,-0.35,-1.92
67.642,1.08,0.15,-1.65
67.643,1.00,0.44,-1.75
67.644,1.10,0.55,-1.92
